Subject, Session, Module, Status, Progress, User, Workstation, Date, Processing.time, Processing, Version
27960,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:16 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
28982,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:17 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
29096,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:17 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
29332,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:18 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
31730,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:19 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
32159,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:20 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
32310,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:21 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
32436,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:22 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
34273,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:26 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
34359,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:27 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
34736,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:27 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
35538,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:33 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
35557,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:34 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
36144,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:35 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
36487,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:36 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
36966,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:36 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
37130,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:37 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
37348,2, proc_freesurfer, COMPLETED, 01/01, rcruces, yeatman.bic.mni.mcgill.ca, Mon Jun  7 22:52:38 EDT 2021,0, LOCAL, v0.0.2 'wobbly'
4165,2, post_structural, COMPLETED, 25/25, rcruces, venice.bic.mni.mcgill.ca, Tue Jun  8 14:50:29 EDT 2021,55.9, qsub-MICA, v0.0.2 'wobbly'
4166,2, post_structural, COMPLETED, 25/25, rcruces, fladgate.bic.mni.mcgill.ca, Tue Jun  8 15:08:07 EDT 2021,45.583, qsub-MICA, v0.0.2 'wobbly'
4171,2, post_structural, COMPLETED, 25/25, rcruces, venice.bic.mni.mcgill.ca, Tue Jun  8 15:51:10 EDT 2021,60.633, qsub-MICA, v0.0.2 'wobbly'
4181,2, post_structural, COMPLETED, 25/25, rcruces, fladgate.bic.mni.mcgill.ca, Tue Jun  8 16:29:11 EDT 2021,44.45, qsub-MICA, v0.0.2 'wobbly'
4201,2, post_structural, COMPLETED, 25/25, rcruces, oncilla.bic.mni.mcgill.ca, Tue Jun  8 16:51:14 EDT 2021,36.75, qsub-MICA, v0.0.2 'wobbly'
4178,2, post_structural, COMPLETED, 25/25, rcruces, valentine.bic.mni.mcgill.ca, Tue Jun  8 17:03:06 EDT 2021,100.217, qsub-MICA, v0.0.2 'wobbly'
4204,2, post_structural, COMPLETED, 25/25, rcruces, fladgate.bic.mni.mcgill.ca, Tue Jun  8 17:09:53 EDT 2021,40.417, qsub-MICA, v0.0.2 'wobbly'
4209,2, post_structural, COMPLETED, 25/25, rcruces, varrius.bic.mni.mcgill.ca, Tue Jun  8 17:11:08 EDT 2021,35.367, qsub-MICA, v0.0.2 'wobbly'
4211,2, post_structural, COMPLETED, 25/25, rcruces, varro.bic.mni.mcgill.ca, Tue Jun  8 17:40:22 EDT 2021,43.883, qsub-MICA, v0.0.2 'wobbly'
27869,2, post_structural, COMPLETED, 25/25, rcruces, percy.bic.mni.mcgill.ca, Tue Jun  8 17:42:56 EDT 2021,41.2, qsub-MICA, v0.0.2 'wobbly'
26896,2, post_structural, COMPLETED, 25/25, rcruces, percy.bic.mni.mcgill.ca, Tue Jun  8 17:44:56 EDT 2021,43.2, qsub-MICA, v0.0.2 'wobbly'
27934,2, post_structural, COMPLETED, 25/25, rcruces, fladgate.bic.mni.mcgill.ca, Tue Jun  8 17:50:57 EDT 2021,40.967, qsub-MICA, v0.0.2 'wobbly'
27960,2, post_structural, COMPLETED, 25/25, rcruces, montano.bic.mni.mcgill.ca, Tue Jun  8 18:02:39 EDT 2021,39.533, qsub-MICA, v0.0.2 'wobbly'
29096,2, post_structural, COMPLETED, 25/25, rcruces, peto.bic.mni.mcgill.ca, Tue Jun  8 18:22:33 EDT 2021,41.317, qsub-MICA, v0.0.2 'wobbly'
4210,2, post_structural, COMPLETED, 25/25, rcruces, valentine.bic.mni.mcgill.ca, Tue Jun  8 18:22:54 EDT 2021,91.367, qsub-MICA, v0.0.2 'wobbly'
31730,2, post_structural, COMPLETED, 25/25, rcruces, percy.bic.mni.mcgill.ca, Tue Jun  8 18:23:55 EDT 2021,40.717, qsub-MICA, v0.0.2 'wobbly'
32310,2, post_structural, COMPLETED, 25/25, rcruces, percy.bic.mni.mcgill.ca, Tue Jun  8 18:25:00 EDT 2021,39.533, qsub-MICA, v0.0.2 'wobbly'
28982,2, post_structural, COMPLETED, 25/25, rcruces, varro.bic.mni.mcgill.ca, Tue Jun  8 18:27:03 EDT 2021,46.583, qsub-MICA, v0.0.2 'wobbly'
29332,2, post_structural, COMPLETED, 25/25, rcruces, peto.bic.mni.mcgill.ca, Tue Jun  8 18:29:23 EDT 2021,48.15, qsub-MICA, v0.0.2 'wobbly'
32159,2, post_structural, COMPLETED, 25/25, rcruces, paris.bic.mni.mcgill.ca, Tue Jun  8 18:31:19 EDT 2021,46.817, qsub-MICA, v0.0.2 'wobbly'
32436,2, post_structural, COMPLETED, 25/25, rcruces, montano.bic.mni.mcgill.ca, Tue Jun  8 18:39:52 EDT 2021,37.017, qsub-MICA, v0.0.2 'wobbly'
34273,2, post_structural, COMPLETED, 25/25, rcruces, percy.bic.mni.mcgill.ca, Tue Jun  8 19:02:44 EDT 2021,38.533, qsub-MICA, v0.0.2 'wobbly'
33789,2, post_structural, COMPLETED, 25/25, rcruces, venice.bic.mni.mcgill.ca, Tue Jun  8 19:04:39 EDT 2021,44.917, qsub-MICA, v0.0.2 'wobbly'
34359,2, post_structural, COMPLETED, 25/25, rcruces, varrius.bic.mni.mcgill.ca, Tue Jun  8 19:04:46 EDT 2021,39.05, qsub-MICA, v0.0.2 'wobbly'
34736,2, post_structural, COMPLETED, 25/25, rcruces, peto.bic.mni.mcgill.ca, Tue Jun  8 19:07:34 EDT 2021,38.117, qsub-MICA, v0.0.2 'wobbly'
35538,2, post_structural, COMPLETED, 25/25, rcruces, montano.bic.mni.mcgill.ca, Tue Jun  8 19:22:45 EDT 2021,42.633, qsub-MICA, v0.0.2 'wobbly'
35557,2, post_structural, COMPLETED, 25/25, rcruces, oncilla.bic.mni.mcgill.ca, Tue Jun  8 19:25:35 EDT 2021,43.6, qsub-MICA, v0.0.2 'wobbly'
36144,2, post_structural, COMPLETED, 25/25, rcruces, varro.bic.mni.mcgill.ca, Tue Jun  8 19:33:08 EDT 2021,39.15, qsub-MICA, v0.0.2 'wobbly'
36487,2, post_structural, COMPLETED, 25/25, rcruces, varrius.bic.mni.mcgill.ca, Tue Jun  8 19:45:42 EDT 2021,44.233, qsub-MICA, v0.0.2 'wobbly'
37130,2, post_structural, COMPLETED, 25/25, rcruces, peto.bic.mni.mcgill.ca, Tue Jun  8 19:46:42 EDT 2021,38.983, qsub-MICA, v0.0.2 'wobbly'
36966,2, post_structural, COMPLETED, 25/25, rcruces, venice.bic.mni.mcgill.ca, Tue Jun  8 19:47:34 EDT 2021,42.833, qsub-MICA, v0.0.2 'wobbly'
37348,2, post_structural, COMPLETED, 25/25, rcruces, montano.bic.mni.mcgill.ca, Tue Jun  8 20:08:00 EDT 2021,45.15, qsub-MICA, v0.0.2 'wobbly'
4165,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:26:49 EDT 2021,73.65, LOCAL-MICA, v0.0.2 'wobbly'
4166,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:26:59 EDT 2021,69.517, LOCAL-MICA, v0.0.2 'wobbly'
4170,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:27:09 EDT 2021,75, LOCAL-MICA, v0.0.2 'wobbly'
4171,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:27:20 EDT 2021,90.517, LOCAL-MICA, v0.0.2 'wobbly'
4178,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:27:31 EDT 2021,78.117, LOCAL-MICA, v0.0.2 'wobbly'
4181,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:27:42 EDT 2021,76.583, LOCAL-MICA, v0.0.2 'wobbly'
4201,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:27:53 EDT 2021,72.933, LOCAL-MICA, v0.0.2 'wobbly'
4204,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:28:05 EDT 2021,75.35, LOCAL-MICA, v0.0.2 'wobbly'
4209,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:28:16 EDT 2021,74.85, LOCAL-MICA, v0.0.2 'wobbly'
4210,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:28:28 EDT 2021,77.467, LOCAL-MICA, v0.0.2 'wobbly'
4211,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:28:41 EDT 2021,71.533, LOCAL-MICA, v0.0.2 'wobbly'
4576,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:28:53 EDT 2021,66.967, LOCAL-MICA, v0.0.2 'wobbly'
26896,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:29:05 EDT 2021,65.617, LOCAL-MICA, v0.0.2 'wobbly'
27869,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:29:16 EDT 2021,68.433, LOCAL-MICA, v0.0.2 'wobbly'
27934,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:29:28 EDT 2021,66.733, LOCAL-MICA, v0.0.2 'wobbly'
27960,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:29:37 EDT 2021,120.65, LOCAL-MICA, v0.0.2 'wobbly'
28982,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:29:52 EDT 2021,71.15, LOCAL-MICA, v0.0.2 'wobbly'
29096,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:30:03 EDT 2021,69, LOCAL-MICA, v0.0.2 'wobbly'
29332,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:30:14 EDT 2021,74.767, LOCAL-MICA, v0.0.2 'wobbly'
31730,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:30:25 EDT 2021,62.4, LOCAL-MICA, v0.0.2 'wobbly'
32159,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:30:37 EDT 2021,71.717, LOCAL-MICA, v0.0.2 'wobbly'
32310,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:30:50 EDT 2021,61.583, LOCAL-MICA, v0.0.2 'wobbly'
32436,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:31:01 EDT 2021,72.817, LOCAL-MICA, v0.0.2 'wobbly'
33789,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:31:12 EDT 2021,69.233, LOCAL-MICA, v0.0.2 'wobbly'
34273,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:31:23 EDT 2021,73.517, LOCAL-MICA, v0.0.2 'wobbly'
34359,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:31:37 EDT 2021,60.533, LOCAL-MICA, v0.0.2 'wobbly'
34736,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:31:48 EDT 2021,66.217, LOCAL-MICA, v0.0.2 'wobbly'
35353,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:31:59 EDT 2021,64.767, LOCAL-MICA, v0.0.2 'wobbly'
35538,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:32:10 EDT 2021,80.467, LOCAL-MICA, v0.0.2 'wobbly'
35557,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:32:21 EDT 2021,64.917, LOCAL-MICA, v0.0.2 'wobbly'
36144,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:32:33 EDT 2021,73.333, LOCAL-MICA, v0.0.2 'wobbly'
36487,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:32:44 EDT 2021,67.983, LOCAL-MICA, v0.0.2 'wobbly'
36966,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:32:57 EDT 2021,74.033, LOCAL-MICA, v0.0.2 'wobbly'
37130,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:33:08 EDT 2021,63, LOCAL-MICA, v0.0.2 'wobbly'
37348,2, proc_structural, COMPLETED, 07/07, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:33:20 EDT 2021,76.433, LOCAL-MICA, v0.0.2 'wobbly'
4170,2, post_structural, COMPLETED, 25/25, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 09:51:02 EDT 2021,30.3, LOCAL-MICA, v0.0.2 'wobbly'
4178,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 11:58:54 EDT 2021,0.533, qsub-MICA, v0.0.2 'wobbly'
4166,2, Morphology, COMPLETED, 08/08, rcruces, venice.bic.mni.mcgill.ca, Wed Jun  9 11:58:59 EDT 2021,0.517, qsub-MICA, v0.0.2 'wobbly'
4170,2, Morphology, COMPLETED, 08/08, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 11:59:03 EDT 2021,0.583, qsub-MICA, v0.0.2 'wobbly'
4165,2, Morphology, COMPLETED, 08/08, rcruces, varro.bic.mni.mcgill.ca, Wed Jun  9 11:59:08 EDT 2021,0.617, qsub-MICA, v0.0.2 'wobbly'
4171,2, Morphology, COMPLETED, 08/08, rcruces, fladgate.bic.mni.mcgill.ca, Wed Jun  9 11:59:12 EDT 2021,0.75, qsub-MICA, v0.0.2 'wobbly'
4201,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 11:59:32 EDT 2021,0.45, qsub-MICA, v0.0.2 'wobbly'
4181,2, Morphology, COMPLETED, 08/08, rcruces, valentine.bic.mni.mcgill.ca, Wed Jun  9 11:59:34 EDT 2021,1.117, qsub-MICA, v0.0.2 'wobbly'
4204,2, Morphology, COMPLETED, 08/08, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 11:59:55 EDT 2021,0.583, qsub-MICA, v0.0.2 'wobbly'
4209,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 12:00:16 EDT 2021,0.433, qsub-MICA, v0.0.2 'wobbly'
4210,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 12:00:52 EDT 2021,0.517, qsub-MICA, v0.0.2 'wobbly'
4211,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 12:04:19 EDT 2021,0.483, qsub-MICA, v0.0.2 'wobbly'
26896,2, Morphology, COMPLETED, 08/08, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 12:04:52 EDT 2021,0.517, qsub-MICA, v0.0.2 'wobbly'
27869,2, Morphology, COMPLETED, 08/08, rcruces, paris.bic.mni.mcgill.ca, Wed Jun  9 12:05:12 EDT 2021,0.617, qsub-MICA, v0.0.2 'wobbly'
27934,2, Morphology, COMPLETED, 08/08, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 12:05:36 EDT 2021,0.517, qsub-MICA, v0.0.2 'wobbly'
27960,2, Morphology, COMPLETED, 08/08, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 12:06:21 EDT 2021,0.5, qsub-MICA, v0.0.2 'wobbly'
28982,2, Morphology, COMPLETED, 08/08, rcruces, emilia.bic.mni.mcgill.ca, Wed Jun  9 12:08:34 EDT 2021,0.717, qsub-MICA, v0.0.2 'wobbly'
29332,2, Morphology, COMPLETED, 08/08, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 12:08:46 EDT 2021,0.683, qsub-MICA, v0.0.2 'wobbly'
29096,2, Morphology, COMPLETED, 08/08, rcruces, montano.bic.mni.mcgill.ca, Wed Jun  9 12:10:27 EDT 2021,0.667, qsub-MICA, v0.0.2 'wobbly'
32159,2, Morphology, COMPLETED, 08/08, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 12:08:51 EDT 2021,0.517, qsub-MICA, v0.0.2 'wobbly'
31730,2, Morphology, COMPLETED, 08/08, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 12:08:55 EDT 2021,0.583, qsub-MICA, v0.0.2 'wobbly'
32310,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 12:09:05 EDT 2021,0.5, qsub-MICA, v0.0.2 'wobbly'
32436,2, Morphology, COMPLETED, 08/08, rcruces, yeatman.bic.mni.mcgill.ca, Wed Jun  9 12:09:27 EDT 2021,0.617, qsub-MICA, v0.0.2 'wobbly'
33789,2, Morphology, COMPLETED, 08/08, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 12:09:39 EDT 2021,0.567, qsub-MICA, v0.0.2 'wobbly'
34273,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 12:09:49 EDT 2021,0.483, qsub-MICA, v0.0.2 'wobbly'
34359,2, Morphology, COMPLETED, 08/08, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 12:10:24 EDT 2021,0.567, qsub-MICA, v0.0.2 'wobbly'
34736,2, Morphology, COMPLETED, 08/08, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 12:11:08 EDT 2021,0.55, qsub-MICA, v0.0.2 'wobbly'
4170,2, GD, COMPLETED, 18/18, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 13:19:08 EDT 2021,80.767, qsub-MICA,
35538,2, Morphology, COMPLETED, 08/08, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 13:20:19 EDT 2021,0.5, qsub-MICA, v0.0.2 'wobbly'
4209,2, GD, COMPLETED, 18/18, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 13:22:59 EDT 2021,82.9, qsub-MICA,
35557,2, Morphology, COMPLETED, 08/08, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 13:23:39 EDT 2021,0.6, qsub-MICA, v0.0.2 'wobbly'
33789,2, GD, COMPLETED, 18/18, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 13:26:05 EDT 2021,77, qsub-MICA,
36144,2, Morphology, COMPLETED, 08/08, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 13:26:47 EDT 2021,0.483, qsub-MICA, v0.0.2 'wobbly'
4201,2, GD, COMPLETED, 18/18, rcruces, varro.bic.mni.mcgill.ca, Wed Jun  9 13:28:30 EDT 2021,89.167, qsub-MICA,
34359,2, GD, COMPLETED, 18/18, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 13:28:59 EDT 2021,78.883, qsub-MICA,
36487,2, Morphology, COMPLETED, 08/08, rcruces, varro.bic.mni.mcgill.ca, Wed Jun  9 13:29:24 EDT 2021,0.583, qsub-MICA, v0.0.2 'wobbly'
27960,2, GD, COMPLETED, 18/18, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 13:29:54 EDT 2021,83.317, qsub-MICA,
36966,2, Morphology, COMPLETED, 08/08, rcruces, varro.bic.mni.mcgill.ca, Wed Jun  9 13:30:07 EDT 2021,0.567, qsub-MICA, v0.0.2 'wobbly'
37130,2, Morphology, COMPLETED, 08/08, rcruces, varro.bic.mni.mcgill.ca, Wed Jun  9 13:30:51 EDT 2021,0.533, qsub-MICA, v0.0.2 'wobbly'
4181,2, GD, COMPLETED, 18/18, rcruces, venice.bic.mni.mcgill.ca, Wed Jun  9 13:33:03 EDT 2021,93.967, qsub-MICA,
37348,2, Morphology, COMPLETED, 08/08, rcruces, venice.bic.mni.mcgill.ca, Wed Jun  9 13:33:51 EDT 2021,0.55, qsub-MICA, v0.0.2 'wobbly'
4178,2, GD, COMPLETED, 18/18, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 13:34:57 EDT 2021,96.583, qsub-MICA,
27869,2, GD, COMPLETED, 18/18, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 13:35:14 EDT 2021,90.65, qsub-MICA,
4204,2, GD, COMPLETED, 18/18, rcruces, fladgate.bic.mni.mcgill.ca, Wed Jun  9 13:35:41 EDT 2021,96.333, qsub-MICA,
4210,2, GD, COMPLETED, 18/18, rcruces, percy.bic.mni.mcgill.ca, Wed Jun  9 13:38:52 EDT 2021,97.783, qsub-MICA,
27934,2, GD, COMPLETED, 18/18, rcruces, paris.bic.mni.mcgill.ca, Wed Jun  9 13:41:06 EDT 2021,95.767, qsub-MICA,
28982,2, GD, COMPLETED, 18/18, rcruces, venice.bic.mni.mcgill.ca, Wed Jun  9 13:43:13 EDT 2021,95.367, qsub-MICA,
4166,2, GD, COMPLETED, 18/18, rcruces, oncilla.bic.mni.mcgill.ca, Wed Jun  9 13:43:15 EDT 2021,104.75, qsub-MICA,
32436,2, GD, COMPLETED, 18/18, rcruces, montano.bic.mni.mcgill.ca, Wed Jun  9 13:45:34 EDT 2021,94.833, qsub-MICA,
34736,2, GD, COMPLETED, 18/18, rcruces, varrius.bic.mni.mcgill.ca, Wed Jun  9 13:45:54 EDT 2021,94.567, qsub-MICA,
31730,2, GD, COMPLETED, 18/18, rcruces, fladgate.bic.mni.mcgill.ca, Wed Jun  9 13:46:34 EDT 2021,98.217, qsub-MICA,
4171,2, GD, COMPLETED, 18/18, rcruces, peto.bic.mni.mcgill.ca, Wed Jun  9 13:49:03 EDT 2021,110.683, qsub-MICA,
